1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661
0.463312935051766,0.4597794272176541,0.463312935051766,0.4597794272176542,0.46331293505176585,0.4556978797752239,0.46331293505176574,0.45998342673193043,0.4591575978614199,0.46331293505176585,0.463312935051766,0.4594701223228222,0.463312935051766,0.46331293505176563,0.46331293505176574,0.46331293505176574,0.46002901521937145,0.4553816575989134,0.46331293505176546,0.46331293505176563,0.4633129350517661,0.46331293505176574,0.4633129350517661,0.46331293505176546,0.4592725866393087,0.46331293505176563,0.4633129350517661,0.4633129350517661,0.4599190709475429,0.45991907094754286,0.4593967316811841,0.4565654507460717,0.46331293505176574,0.46331293505176563,0.463312935051766
0.4592725866393087,0.4597794272176539,0.4556949708368091,0.4573059577718704,0.46331293505176585,0.45233001043306026,0.4633129350517655,0.4558803116112441,0.4523300104330606,0.46331293505176563,0.4597794272176544,0.4594701223228221,0.45544319934240546,0.46331293505176524,0.4633129350517659,0.46331293505176563,0.4571726720367963,0.4496439171925785,0.46002901521937084,0.4589069399064134,0.4633129350517662,0.4591575978614197,0.46021003419984313,0.4633129350517656,0.45927258663930887,0.46331293505176535,0.4633129350517655,0.46331293505176585,0.45991907094754353,0.4512536303194621,0.4557483832384299,0.4523975012289484,0.46331293505176585,0.46002901521937123,0.4593975720295725
0.4536828256794681,0.4597794272176541,0.4556949708368094,0.4540573130600147,0.463312935051766,0.4523300104330598,0.4633129350517655,0.45190366619771377,0.4523300104330606,0.46331293505176574,0.4597794272176541,0.4594701223228221,0.45544319934240546,0.45272541690504553,0.4633129350517658,0.4567042830079828,0.45717267203679646,0.4496439171925784,0.4554116571583549,0.45555546363281385,0.463312935051766,0.4591575978614201,0.4602100341998432,0.46331293505176546,0.45927258663930887,0.4633129350517655,0.4593967316811835,0.4600114517349022,0.45991907094754364,0.44881325367982877,0.4557483832384299,0.4484350554417671,0.45680272831962426,0.4600290152193712,0.4593975720295726
0.4536828256794681,0.4597794272176543,0.450655520830916,0.4466709438713488,0.4583979306006633,0.45233001043306026,0.46331293505176563,0.44792701824471604,0.4449299874625222,0.4633129350517656,0.4597794272176542,0.4594701223228219,0.45252647724070755,0.4494084508388024,0.46331293505176574,0.4485489339236208,0.4550404138224711,0.4450070487678772,0.455411657158355,0.45555546363281396,0.45685261869575045,0.4521422911037944,0.45633614765222896,0.46331293505176546,0.4592725866393088,0.46331293505176546,0.45346172867771545,0.45553813913299923,0.45120235805543807,0.4488132536798286,0.4517117807102578,0.4484350554417672,0.4568027283196243,0.460029015219371,0.4569197935895159
0.4536828256794681,0.4527168761496886,0.450655520830916,0.4441677925474899,0.4560237961063607,0.4523300104330602,0.4587376016844435,0.44442227516585187,0.4449299874625222,0.4633129350517654,0.4597794272176542,0.4594701223228218,0.4525264772407074,0.4494084508388024,0.46331293505176563,0.4485489339236208,0.45504041382247123,0.44500704876787717,0.45541165715835535,0.4555554636328139,0.45685261869575045,0.44787584248469836,0.45216377605802166,0.45890693990641335,0.45356963742375767,0.46331293505176546,0.4534617286777155,0.4510237525950477,0.4512023580554385,0.4488132536798286,0.4517117807102578,0.44843505544176704,0.4568027283196243,0.4566949483153838,0.4569197935895161
0.4518650144478879,0.4527168761496888,0.4432054977889785,0.4441677925474899,0.4560237961063607,0.4487446713060378,0.452453778060587,0.43665540461573227,0.4370000381607841,0.4599834267319301,0.4560757865002864,0.45283164377245094,0.4525264772407075,0.44022838347821996,0.45494447190190895,0.44854893392362083,0.45072440770392963,0.4400356865031741,0.4554116571583551,0.45555546363281396,0.45685261869575045,0.44787584248469836,0.4521637760580216,0.45505992092450975,0.4535696374237576,0.4597301281724379,0.44946658012333357,0.4510237525950478,0.4512023580554385,0.44478661693722094,0.4517117807102582,0.44583168374572674,0.4494403619087189,0.4436521896226986,0.4569197935895161
0.4518650144478878,0.4527168761496885,0.4404475410360065,0.4441677925474899,0.4519923054838656,0.4444269300861297,0.44808633364038325,0.43665540461573227,0.43429211455932626,0.45720993146923894,0.45607578650028624,0.4528316437724508,0.44910995701923395,0.4402283834782203,0.45494447190190923,0.44471705288993035,0.45072440770392985,0.43265594323652373,0.45541165715835513,0.44841543377094206,0.4568526186957504,0.44787584248469847,0.44704314231676145,0.4517362641984134,0.45175092636671127,0.45848213207713767,0.44946658012333357,0.4510237525950478,0.4512023580554388,0.4447866169372211,0.44987828429110394,0.43818931661707483,0.4448163056706842,0.4436521896226986,0.4569197935895161
0.4411536614812787,0.4527168761496881,0.4336643682915095,0.4441677925474899,0.45199230548386543,0.4408902820433087,0.44808633364038297,0.4314069300952271,0.42832906547343835,0.45720993146923894,0.4560757865002864,0.4528316437724506,0.43759740905904726,0.4402283834782203,0.4549444719019092,0.4408195326745207,0.45072440770392974,0.432655943236524,0.45204453555565766,0.444077201430677,0.45194308167107305,0.44787584248469825,0.44704314231676134,0.45173626419841356,0.45175092636671155,0.45510668272943944,0.4460080595149021,0.45102375259504757,0.4512023580554388,0.44478661693722116,0.44286162927921957,0.4381893166170748,0.4448163056706843,0.4436521896226986,0.45691979358951595
0.439429139408786,0.4527168761496882,0.4336643682915096,0.43698871161082914,0.44690550786490835,0.4354278258378102,0.4381765725771384,0.43140693009522707,0.4161454265865769,0.44382858131598735,0.44891928175539036,0.4528316437724506,0.43759740905904704,0.44022838347821996,0.45494447190190934,0.4408195326745205,0.44737739037306273,0.4258142362973059,0.45204453555565755,0.44273929115359845,0.4480820280190243,0.4478758424846984,0.42786893110229723,0.4517362641984134,0.4478867477202688,0.45143776199763436,0.4460080595149023,0.44778886595457257,0.44708192661820045,0.4394231408505909,0.4387272903608164,0.43417865730150473,0.43535726274928627,0.437031505302904,0.4569197935895156
