1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463
0.5169951000483277,0.5093947026376558,0.5213641171958202,0.5072860998788208,0.5101313218632936,0.5122821443057228,0.5205087035807792,0.522990746310942,0.507095594592598,0.5049461430881739,0.5151642880944679,0.5138235578160486,0.5112452284248081,0.519671822199247
0.5068849516978768,0.5117704766910319,0.5112943091006611,0.505185715334748,0.4998139073606464,0.5098229650767311,0.5173690245277194,0.5234384297908031,0.5117333400592521,0.5039866922345727,0.5106418975358811,0.5215280479461668,0.5122072867560575,0.517880868045755
0.5064280278231842,0.4998006273004496,0.5143250551591853,0.4898629974797076,0.4984165423469595,0.5104676131866209,0.5093982517319589,0.5223699402970935,0.5066203519483959,0.4991220561856978,0.5081878117315481,0.5154507746792872,0.5176820853566387,0.5031700962897193
0.4882341466791922,0.5010372984775768,0.5071539004505972,0.4784854838407932,0.4982653031576018,0.5065388024457629,0.5009714547232509,0.5147932474755322,0.5012599324044913,0.48615599099434703,0.5031539842551561,0.5148377761378761,0.5262312652325243,0.5059077121563533
0.4888196667997209,0.4969343103357019,0.4983564679565406,0.4842916896767384,0.4998407795236588,0.505937128137624,0.491840098473932,0.5114657876574945,0.49299557982991277,0.4902480509587133,0.5039100386112437,0.5024440056239162,0.5069658902309008,0.48200386836672754
0.4882306926394026,0.4862534096950718,0.4880679520977852,0.4882880978291371,0.5043183713961349,0.515525727910105,0.4981976637875749,0.5030083685661932,0.4821008563186359,0.48104114873694365,0.4961453985864623,0.5028814078130447,0.5042893922937535,0.4900631850389581
0.4696240917826142,0.4883382660078821,0.4881402029018431,0.4961880498228941,0.5005087062695379,0.5174222602132568,0.4976184195930244,0.501628541980356,0.4805050845883243,0.48203778047129775,0.4846453718976005,0.49735909124313976,0.5061678238274929,0.4891043871775602
0.4628865781656361,0.4831885517755763,0.4922706768085107,0.4893721715940415,0.4931768647660733,0.5049727247581804,0.4922127623147326,0.5067790917216678,0.4796667597896363,0.47889172316026485,0.48311665084965516,0.49357263251857164,0.5087789715629284,0.49139968064603406
0.4677861747982221,0.4822156543404121,0.490701927297146,0.466987908331496,0.489411840580625,0.4815235327448481,0.5006231147741101,0.4843405779821764,0.45500890905878766,0.4883340106404437,0.48497181639760883,0.49486953356108915,0.5100631866637991,0.4957230664338513
0.471718111778236,0.4724254065620279,0.4939794708930429,0.4598728313808763,0.4776289181796866,0.4852579332873817,0.4982951399631525,0.49064951545828334,0.4596021488609676,0.48590982768813423,0.4762448588286787,0.49743876566488265,0.5068389281655182,0.5073801079336092
0.4725843387670244,0.4635697237314196,0.4868211846695726,0.4726929834727721,0.4792457147200666,0.4679620299041473,0.4779482972551457,0.4947112851819628,0.45682615370722107,0.4585317847840625,0.4797583220277163,0.4980060909814713,0.5136499671890818,0.5077781396382837
0.4542760748261089,0.4637343202555726,0.4904162096594398,0.4678951678386451,0.4937601548546973,0.4673710243179431,0.486451920048631,0.49388204073431813,0.45806423312049815,0.4347112796720995,0.4560658794561437,0.48913470120187436,0.5058815376619453,0.5101132111452055
0.4532653657539,0.4645859368298343,0.4809270886450184,0.4614867738877069,0.4928752793601347,0.4673693569758682,0.489244985518068,0.49370283838264356,0.46194926489029875,0.42717600848765025,0.4574814554620169,0.4900685169261176,0.5002765154601101,0.505963841754161
0.453396414255501,0.4573010409505205,0.4775847071118385,0.4612432521409272,0.4933585989535602,0.4713249900300172,0.4816889128216904,0.485746306854642,0.46302910034729516,0.43383881673669333,0.4548201368768579,0.4870915779185526,0.4998531187834204,0.5045077023172918
0.4592800962888345,0.4621875219754197,0.462478468374315,0.4683691717697409,0.4894485610919144,0.4595481612562211,0.4845398099448639,0.4864272512581384,0.46418162252219153,0.4523297309276058,0.4673115682891279,0.4718234923015217,0.4687435667668588,0.5066396894850546
0.4565138893484022,0.4538493639321883,0.4593520667703269,0.4703250124207245,0.4966236667284012,0.4524024296453337,0.4810813597996011,0.47927156104726265,0.47032203546214846,0.4530762516564593,0.46763681410268915,0.45158800491367634,0.46801050938563804,0.5071678129044145
0.4492212145620604,0.4440062622363757,0.4572201718389739,0.4709286691601574,0.4922779107967486,0.4537029533592424,0.4796271650083248,0.4735406982265315,0.45674979293712054,0.4432803788040869,0.4792754145866507,0.4570783956938331,0.46509369330560757,0.5010546731335345
0.4482467741300681,0.4535875618738519,0.466013710973672,0.473690533797726,0.4860184637965863,0.4579790512557711,0.4712893332475151,0.46578280088152346,0.45497817674747915,0.43819697231627786,0.47979140811764476,0.467754250713527,0.449797670121342,0.4857922589540921
0.4534192745021464,0.4549848554593793,0.4642360979350297,0.4688339785197119,0.4868453015735868,0.4526429419842922,0.4730960126498555,0.4712152499729938,0.45241335657110154,0.4369400171560721,0.4796553725460488,0.47200788608232247,0.45000162059630333,0.4858790548703214
0.4356671981387162,0.457183959613729,0.4552700694015874,0.4618586182739162,0.4837484476297893,0.4502588152967721,0.4719447084030513,0.47088325325128333,0.45443449375418216,0.43068021191246364,0.46852548671194255,0.47546394875346387,0.45191543363254066,0.4860426835366677
