1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661,0.4633129350517661
0.4599989394336307,0.4558048350263029,0.4587577026124131,0.45577618965069305,0.4547988765967763,0.45301366049227,0.44988200294666447,0.4580112079267523,0.45278246419580587,0.4576227637664807,0.45910289047776687,0.4564515137389564,0.45514873215773266,0.4579454529735893,0.4527636607145365,0.45712931410033786,0.4546339323692655,0.45536951469713266,0.4507722227872916,0.458185246624022,0.45557834697566074,0.45570829689926484,0.4548941300254364,0.45461359730778855,0.45342788401046014,0.45426396114992373,0.46311860268159283,0.455328138360701,0.45117538945250996,0.457061257407774,0.45493145855515027
0.4526047178377875,0.45265292757909886,0.45438038553435983,0.45180101429043484,0.45223962773846405,0.4460471170328583,0.43327105255862164,0.4479662568063932,0.44233409763902304,0.4498998146538862,0.4512733619758342,0.44975775160484005,0.4492494239907118,0.4549469152663933,0.45329265943252567,0.4540468996173639,0.4420923318353153,0.4455331426174899,0.44176716529843524,0.44932198423723807,0.44837269338779095,0.4478433518587959,0.4472999935649574,0.44751795616861073,0.44378647870349613,0.44976182633185124,0.45977458015833933,0.4502632941268046,0.4430035614894862,0.45019482168794983,0.45204881875191283
0.4405272330062397,0.4433808095856135,0.44897236893032794,0.44998287850473734,0.44565184181276923,0.4381716674835682,0.42437771659837575,0.4435539536474369,0.4320937744518418,0.44191317229952276,0.4425024148541539,0.4460192439833988,0.44385603309571847,0.44253370605515524,0.44926586156415477,0.4489145539050357,0.43503412594500945,0.43752828195317756,0.43532795663690815,0.44096375037072566,0.43701921083659095,0.44049774945417475,0.44842098227548677,0.44404258982836586,0.44034626888731626,0.4431383906224404,0.4506947570819431,0.44747994658999984,0.44029847671567146,0.4399460152136796,0.4502485345323295
0.4343875956143632,0.4365397847084662,0.4457289997490799,0.4467480678108288,0.4409509193809481,0.42958618883437705,0.41742451697579463,0.4375757971445072,0.42777961565303274,0.431852476546602,0.43657366801546993,0.44123205570544005,0.4330348990156493,0.4428966956799402,0.4437979738831839,0.4462052378134972,0.4337496168482643,0.4353422661910485,0.42989034529551956,0.4408968357799308,0.4319277249485046,0.4397343102473933,0.4403526107510571,0.4327320736996259,0.4384170369523984,0.4373986723311035,0.4419142961588918,0.4431127937296719,0.43626614763760213,0.4310739805323548,0.45028689168534825
0.4332745511515526,0.43049369436697427,0.4431525079688232,0.44491348541419795,0.43273406893608746,0.4210432981277459,0.4180616876981042,0.43148218368114705,0.4213566380974642,0.431263794714846,0.43202621145381576,0.433666097419391,0.42888797506287174,0.4317502197188121,0.4358119484325286,0.44524847553327473,0.4249209490941704,0.4363322670305623,0.43254041717897784,0.43880344596770043,0.4315182012862291,0.43421331047099626,0.43954789246078957,0.4241293953301336,0.43206609044247163,0.43491339814223073,0.4370411203826189,0.43647849287072793,0.42973480192696484,0.4273602840706302,0.4453821046298972
0.4270530081103599,0.42049544894266905,0.43681514885058353,0.438720048002534,0.4284849388057705,0.41582392276700275,0.41506425593106305,0.4283756756136243,0.41543161442096543,0.41979524765393206,0.4326383436859513,0.4328943244447049,0.425419940617626,0.4291148948915805,0.4272923977303726,0.44296918021736836,0.42541731679737904,0.4327076554827811,0.4265606380280486,0.43533250486686514,0.42497998225838557,0.43034846631948837,0.43529459056143927,0.42261654151379824,0.42518837890397687,0.43023330151119515,0.43280426729064114,0.43188243754236944,0.4207494990538286,0.4239704020851518,0.43764242680440835
0.4247410228515461,0.41751437787618284,0.43545717048845917,0.4321005393293892,0.4304933463349869,0.4129341456880896,0.41875523708087903,0.42297718852958893,0.415962878089732,0.4106507648670078,0.42868321866090764,0.4293518495079387,0.42657396371284595,0.4216392384612395,0.4228494185104024,0.43744179616889595,0.42180741082067635,0.4294652840998879,0.4177744880829218,0.4291267211245438,0.41708531808869853,0.4226989222993651,0.42785564263203063,0.4234946234155453,0.4185021896397461,0.42564781263216533,0.4336462839011073,0.4284728085762485,0.4259827899827572,0.42657209355234277,0.43175927519160123
0.4205796396888097,0.41464790634390575,0.42880433338080787,0.43249463884196554,0.42570159619795894,0.4113973214140066,0.41570033868579975,0.4204957959536948,0.4075869800975728,0.40903095351362206,0.4254039728211459,0.42394968850638487,0.4201070625721245,0.413852058117003,0.4189694985581894,0.4404802663469716,0.42046989772785826,0.4235895147935432,0.4206169051396098,0.4207019837014759,0.41108914109338607,0.4247550203916502,0.4238723832299711,0.4189710792469735,0.41146343011776,0.4245812852899797,0.4200471562540564,0.4199063058928231,0.42619408305711076,0.4226098343782353,0.4317516793619136
0.4160329261054127,0.4170814933031796,0.42506341292530553,0.4313724928475846,0.4149858567898268,0.40791170980279784,0.4107817904970398,0.40889767519664755,0.4001936865744582,0.4000373171878048,0.419604948032407,0.4152043631927217,0.4126527907090562,0.4080281180037007,0.41273188872530076,0.4327011417856192,0.4153920085173017,0.4204504972611385,0.41647457388584413,0.41515334596017156,0.3997100725486959,0.42191823131405515,0.41875431074522973,0.4175423830127534,0.40204754078797056,0.41484930761748723,0.4142469081358511,0.4193398562692969,0.4238000767057341,0.41725748034371457,0.42440210128408035
