1,2,3,4,5,6,7,8
0.392207316677943,0.392207316677943,0.392207316677943,0.392207316677943,0.392207316677943,0.392207316677943,0.392207316677943,0.392207316677943
0.3889387455290867,0.3889093438983205,0.3910504528004784,0.38979593478797814,0.38876339063546034,0.39057005011480317,0.39052925461746746,0.3895359415276028
0.3881332673048089,0.3885237074601432,0.3885853572655345,0.38789176730320424,0.38847342541871616,0.38880122939063594,0.38794112150100396,0.3878639742668743
0.3860425508694226,0.3866987862052264,0.38631481195569595,0.385671166792969,0.38629549354488496,0.3861294078976418,0.3854527765536212,0.3880866983114106
0.3858577717248296,0.3861920572051877,0.3859858125740478,0.38424522442466696,0.38608464624202576,0.38514888240855943,0.38439104338725216,0.38493264137857014
0.3855677455662354,0.3830619784311448,0.3819367145440726,0.3844951870432344,0.38470798925630423,0.3823555246579523,0.38163193398409373,0.38393023186370523
0.3835174052306115,0.3811249066410331,0.3798061479581869,0.3825094310125547,0.3820891246221326,0.3818393864982518,0.3804699007873203,0.3838756882988463
0.3830104329888488,0.3802157554098695,0.3783901994179261,0.3808087590321261,0.38055424660132314,0.3805102288338863,0.37815952612629306,0.38312702819221817
0.3814155212432472,0.3792816757458498,0.37658918132822855,0.37813570709635297,0.37782998808466717,0.3782898376899404,0.37541838753028833,0.38219637384914945
0.380516420872925,0.376522798913854,0.37609466100004385,0.3765191259131608,0.37782127634931695,0.3781346696451106,0.3756534339990816,0.3800338523467337
0.378227121222834,0.3762689217031986,0.3742732061602831,0.37487160940147557,0.37532245814952175,0.3777700569508124,0.37370487449399914,0.37745228027062583
0.3778902068451381,0.3735442652952535,0.37084383945035304,0.37355947859922045,0.37243904856650506,0.3734995567071063,0.37173497443865844,0.37699510886706217
0.3757401527421917,0.3739849803161155,0.36932645995204144,0.372257200333308,0.37277053245909686,0.3705702990900254,0.36956280146921194,0.3746320576016459
0.3736291492872974,0.3741496202733521,0.36718601100973025,0.3709802204280403,0.3719295893431603,0.3701460803148363,0.3687489296431814,0.3732182176939773
0.3713596558340984,0.3741393900355901,0.36445878064892795,0.3702357409293628,0.3705924404127719,0.3676669657762097,0.36632454965324435,0.37107017233629697
0.3686139296350901,0.3722512856204788,0.36427459486548935,0.36874323517314195,0.36841552293375535,0.3639881623692971,0.36336993565580206,0.36808902972088064
0.3664699953962889,0.3698687323259076,0.3623355327193879,0.3662065894541057,0.3671149234607336,0.36178733233923166,0.3615631569899742,0.3663907552086454
0.364241901952058,0.3690732554301955,0.3613012375690488,0.3633248664644514,0.36416354170017906,0.36030933764091283,0.36058045949735223,0.3664248641589295
0.3621092560206242,0.3672873986214581,0.35938934289383495,0.3608721460718431,0.3649372829632181,0.35781291366846335,0.3592535597304538,0.3639877947885127
0.3617994919050542,0.365821000679028,0.3582648505828712,0.3607188388089908,0.36431407236265484,0.3582247181330438,0.35807208460947626,0.3623897265169794
0.3592966684082848,0.3649233478533703,0.3563603571626275,0.3588783297808517,0.3614015222165159,0.35766998255149607,0.35556879848329714,0.36016284011675004
